From	To	Fst.plant	Fst.assoc	Gdist
KIT	PT	0.076311	0.027516	563.679229239432
KSR	PT	0.168106	0.081386	548.084930395165
MAP	PT	0.203881	0.082219	600.623221774261
MTC	PT	0.168808	0.003782	609.519696833461
NEY	PT	0.298914	0.031624	302.172546658743
NH	PT	0.310704	0.027099	646.61874863587
NY	PT	0.165157	0.112939	524.899135150497
PA1	PT	0.168263	0.050312	20.2061731172587
PAR	PT	0.390455	0	141.796754465433
AIL	PUS	0.44352	0.07606	111.854899367963
AV	PUS	0.2566	0	461.081304446392
BLU	PUS	0.309175	0.013193	124.290321063346
BR	PUS	0.09209	0.149289	54.0104847988383
BUF	PUS	0.580797	0.072165	134.556635142997
COB	PUS	0.183345	0.199553	177.658518996969
COO	PUS	0.093787	0.020399	92.5098985798239
DE	PUS	0.367856	0	683.142969974348
DUN	PUS	0.115439	0.058419	29.8347939551571
FOR	PUS	0.077621	0.077608	154.825432325982
GA	PUS	0	0.055556	46.5221481648902
GIL	PUS	0.198717	0	97.5991497304215
HL	PUS	0.371142	0.076227	642.80075433617
HO	PUS	0.025055	0.202489	108.901239603913
KA	PUS	0.217308	0.18974	162.152488251492
KIT	PUS	0.024909	0	25.6241917250765
MAP	PUS	0.188125	0.154462	54.9559659739111
MTC	PUS	0.109076	0.028075	82.4969716008587
NEY	PUS	0.27709	0.037313	260.993578111624
NH	PUS	0.269107	0.020216	104.438492386802
NY	PUS	0.096019	0.206473	64.3327380748228
PA1	PUS	0.134716	0	548.552072515514
PT	PUS	0.133755	0.108783	545.978978396618
AIL	SAR	0.522964	0.010228	74.2230137746372
AV	SAR	0.350109	0.128934	558.539378994781
BLU	SAR	0.381087	0.093919	70.2115977502294
BR	SAR	0.185881	0	237.717488931078
BUF	SAR	0.674779	0.01697	294.89891918668
COB	SAR	0.283666	0.006379	362.912087334995
COO	SAR	0.198449	0.188193	259.336238535626
DE	SAR	0.47749	0.1363	776.617793772885
DUN	SAR	0.196372	0.053097	200.742970600658
FOR	SAR	0.153377	0.002153	31.6367310467459
GA	SAR	0	0	194.119634743977
GIL	SAR	0.329782	0.033702	266.298193163297
GOD	SAR	0.196212	0	104.070011300492
HL	SAR	0.46279	0.171588	734.985922031172
HO	SAR	0.183807	0	175.984788005054
KA	SAR	0.321256	0	334.775176909415
KIT	SAR	0.14267	0.041936	160.994909074088
KSR	SAR	0.211906	0.20121	256.535498623391
MAP	SAR	0.297763	0.003253	170.688760942646
MTC	SAR	0.19674	0.00832	109.631641455638
NEY	SAR	0.376241	0.021461	415.66482641339
NH	SAR	0.382799	0.007245	129.296576682116
NY	SAR	0.195734	0.022103	249.789171927512
PA1	SAR	0.226442	0.13757	658.59197407405
PAR	SAR	0.497915	0.108926	519.523551204191
PT	SAR	0.214622	0.112758	661.005169102817
PUS	SAR	0.187063	0.186082	185.989596925586
AIL	SC	0.400465	0	138.314763740828
AV	SC	0.216476	0	576.858125245394
BLU	SC	0.278634	0	121.452756331
BR	SC	0.067328	0.056045	126.256747573608
BUF	SC	0.545127	0	244.146656054588
COB	SC	0.161577	0.102523	227.74764551156
COO	SC	0.082697	0.011749	108.256749460533
DE	SC	0.33181	0	798.621382601499
DUN	SC	0.101036	0	145.739237335548
FOR	SC	0.047222	0	161.177075808265
GA	SC	0	0	74.1392279533726
GIL	SC	0.183285	0	114.939512508913
GOD	SC	0.040666	0.005376	85.3392736626447
HL	SC	0.347487	0.007905	758.457705371038
HO	SC	0.032047	0.084767	13.3146261365763
KA	SC	0.187547	0.090058	173.052454436649
KIT	SC	0.011788	0	106.32835646962
KSR	SC	0.095219	0	125.861713947628
MAP	SC	0.137447	0.046972	62.1726924085616
MTC	SC	0.09023	0	98.5032639865642
NEY	SC	0.277628	0	366.670132045034
NH	SC	0.254318	0	60.0660110346422
NY	SC	0.088793	0.088415	140.633613254566
PA1	SC	0.120081	0	662.639454707792
PAR	SC	0.366557	0	528.090520704565
PT	SC	0.110486	0.003308	659.270508514734
PUS	SC	0.00457	0	116.192552911936
SAR	SC	0.18266	0.084472	188.698421447528
AIL	SEG	0.458361	0	273.091604548332
AV	SEG	0.305703	0.04941	608.060601081787
BLU	SEG	0.298664	0.003966	262.166347827508
BR	SEG	0.059237	0	164.301821470389
BUF	SEG	0.617885	0	274.050684960342
COB	SEG	0.197466	0	173.758493893203
COO	SEG	0.071509	0.122654	113.931627081848
DE	SEG	0.414039	0.03875	821.503336671113
DUN	SEG	0.109033	0	218.68340774404
FOR	SEG	0.049832	0	302.359310383875
GA	SEG	0	0	158.94723145822
GIL	SEG	0.205622	0	112.42437387082
HL	SEG	0.404055	0.097103	783.953388279595
HO	SEG	0.078425	0	155.668348175098
KA	SEG	0.222947	0	99.9317720117251
KIT	SEG	0.043198	0	208.509548105247
MAP	SEG	0.19803	0.00344	172.200496633628
MTC	SEG	0.111232	0	230.831238725378
NEY	SEG	0.286357	0	368.70433951763
NH	SEG	0.325851	0	201.93443396712
NY	SEG	0.100676	0	169.264763714558
PA1	SEG	0.151048	0.085231	678.183977591748
PT	SEG	0.151107	0.084787	670.64346198209
SAR	SEG	0.199914	0.002274	331.212674850356
SC	SEG	0.051295	0	143.589582213795
AIL	SIN	0.516076	0.064497	404.67743485127
AV	SIN	0.385204	0	143.355474923642
BLU	SIN	0.40457	0.058931	432.58861527764
BR	SIN	0.180331	0.10739	327.424156630313
BUF	SIN	0.681905	0.051683	205.114628312244
COB	SIN	0.282468	0.144801	306.128116401134
COO	SIN	0.183513	0.133652	367.969762157989
DE	SIN	0.494442	0.043344	354.936608978397
DUN	SIN	0.19162	0.068366	306.070905062314
FOR	SIN	0.147433	0.051374	441.64189414737
GA	SIN	0	0.055355	374.571233845788
GIL	SIN	0.292548	0.020578	365.609766049965
GOD	SIN	0.192361	0.140766	453.416581199324
HL	SIN	0.471285	0.109507	316.750435301805
HO	SIN	0.165372	0.138826	443.365612804903
KA	SIN	0.319863	0.130901	371.702523104001
KIT	SIN	0.132129	0.070537	354.01930799716
KSR	SIN	0.212161	0.092342	339.259824545494
MAP	SIN	0.314044	0.094211	390.200114061543
MTC	SIN	0.197832	0.050733	401.718074971301
NEY	SIN	0.370805	0.056668	103.322044140844
NH	SIN	0.376824	0.057055	437.234530768623
NY	SIN	0.191109	0.153587	315.279140398786
PA1	SIN	0.243839	0.03843	214.511836945509
PAR	SIN	0.527923	0.077703	90.6552808272837
PT	SIN	0.238886	0.067578	210.568429449425
PUS	SIN	0.203931	0.103604	335.686817958105
SAR	SIN	0.26497	0.126131	462.671912856995
SC	SIN	0.185259	0.007966	448.703372513555
SEG	SIN	0.197437	0.145576	467.338361002409
AIL	TO	0.597791	0.063905	178.596633021026
AV	TO	0.489278	0.081098	442.775485914918
BLU	TO	0.532082	0.04927	189.566478676268
BR	TO	0.188374	0.137413	21.5909523974221
BUF	TO	0.793566	0.050481	103.869058751151
COB	TO	0.325767	0.163856	111.322823530551
COO	TO	0.230969	0.103943	63.4053153297702
DE	TO	0.612921	0.05179	661.711573073675
DUN	TO	0.275413	0.042621	61.3201031034544
FOR	TO	0.171092	0.048984	221.451788760339
GA	TO	0	0.048736	77.728935797168
GIL	TO	0.278452	0.035166	63.4300165946685
GOD	TO	0.267985	0.169657	185.491378566461
HL	TO	0.553435	0.064982	622.564864390069
HO	TO	0.247584	0.163093	146.058888749458
KA	TO	0.412492	0.158008	109.265820128226
KIT	TO	0.21649	0.0325	91.8113851093545
KSR	TO	0.262757	0.16174	34.1354056782755
MAP	TO	0.391135	0.146425	101.246587202381
MTC	TO	0.260238	0.050122	147.206735422615
NEY	TO	0.470584	0.054382	219.991118379946
NH	TO	0.505493	0.077301	159.098547086303
NY	TO	0.252905	0.150224	7.58914824057585
PA1	TO	0.339045	0.089984	522.15032659731
PAR	TO	0.65987	0.06447	391.885055850512
PT	TO	0.338926	0.035291	517.310259959165
PUS	TO	0.297911	0.170788	66.7461001314386
SAR	TO	0.376573	0.157798	252.697275195642
SC	TO	0.257867	0.029412	147.79748398825
SEG	TO	0.245345	0.148481	175.572807377886
SIN	TO	0.343419	0.11768	307.69642847204
AIL	UBR	0.873608	0	623.554939627244
AV	UBR	0.621635	0	112.745407457534
BLU	UBR	0.769828	0	653.602522283846
BR	UBR	0.645541	0	564.879734559387
BUF	UBR	0.978993	0	442.210456065919
COB	UBR	0.677997	0.03549	539.042177292463
COO	UBR	0.604569	0.056472	606.210994660966
DE	UBR	0.764815	0	116.865873116482
DUN	UBR	0.572952	0	539.036553448905
FOR	UBR	0.533179	0	655.407597149544
GA	UBR	0	0	609.98316636641
GIL	UBR	0.732263	0	603.888295799282
GOD	UBR	0.566754	0	679.836091385071
HL	UBR	0.648968	0.017388	81.0314566059283
HO	UBR	0.558023	0.017375	677.606752615671
KA	UBR	0.658466	0.028642	607.602437361473
KIT	UBR	0.471208	0	584.904650099493
KSR	UBR	0.706579	0	577.419708278796
MAP	UBR	0.641685	0	623.811877969993
MTC	UBR	0.650162	0	627.748263473421
NEY	UBR	0.728656	0	336.446932346742
NH	UBR	0.799755	0	666.914300687514
NY	UBR	0.595406	0.031146	553.095172940392
PA1	UBR	0.511064	0.011047	34.7046446072217
PAR	UBR	0.901844	0	156.225960475054
PT	UBR	0.532937	0.003704	53.6004062835653
PUS	UBR	0.555318	0.00364	568.871165004207
SAR	UBR	0.650799	0.025747	671.270033090439
SC	UBR	0.506594	0	683.840628889368
SEG	UBR	0.604687	0	704.637501471161
SIN	UBR	0.657477	0	238.279971846548
TO	UBR	0.769275	0.039232	545.528414894962
AIL	WA	0.511219	0	86.3322818206208
AV	WA	0.351302	0.115144	495.126046217709
BLU	WA	0.381051	0.073566	91.4924439236339
BR	WA	0.109294	0	81.181652029652
BUF	WA	0.686001	0.003704	172.711459775766
COB	WA	0.245193	0.012537	206.055405383908
COO	WA	0.152471	0.177479	103.450959295303
DE	WA	0.469325	0.118157	717.515102785008
DUN	WA	0.153458	0.042184	66.6420273734189
FOR	WA	0.119274	0	126.39240915662
GA	WA	0	0	39.2267634409496
GIL	WA	0.295152	0.016536	110.044092876117
GOD	WA	0.153126	0	88.5977070303369
HL	WA	0.435561	0.15822	676.921063790185
HO	WA	0.129979	0	77.3174400961158
KA	WA	0.303738	0	178.394117679289
KIT	WA	0.083599	0.026282	19.5573354193928
KSR	WA	0.176718	0.180475	98.5276627517822
MAP	WA	0.291486	0.001163	26.728041622416
MTC	WA	0.153221	0	49.1528002166264
NEY	WA	0.352434	0.00987	299.305307271314
NH	WA	0.372379	0	66.1032649753684
NY	WA	0.15001	0.028161	94.584705924976
PA1	WA	0.206677	0.121175	584.328285912491
PAR	WA	0.515694	0.081926	447.70871437195
PT	WA	0.187817	0.10194	582.231171918306
PUS	WA	0.157867	0.1781	38.4251010643997
SAR	WA	0.231312	0	158.028849032591
SC	WA	0.154962	0.076826	87.0973904761875
SEG	WA	0.155725	0	196.256816715396
SIN	WA	0.248769	0.128753	372.31184459821
TO	WA	0.310182	0.152249	98.9055654853697
UBR	WA	0.654806	0.010118	603.912006471086
AIL	WAR	0.563491	0.008314	33.4638165956344
AV	WAR	0.414091	0.122249	526.358528493691
BLU	WAR	0.460799	0.078049	42.5888122850429
BR	WAR	0.178903	0	197.608775105724
BUF	WAR	0.742442	0.001206	253.416546238648
COB	WAR	0.280464	0.01381	322.533481460672
COO	WAR	0.201213	0.182036	222.407806982154
DE	WAR	0.533727	0.117462	746.154055746028
DUN	WAR	0.213675	0.030957	158.880174491658
FOR	WAR	0.128725	0	16.5182253918718
GA	WAR	0	0	157.156004213567
GIL	WAR	0.329806	0.017035	229.185997412121
GOD	WAR	0.196632	0	84.9024299509507
HL	WAR	0.506258	0.150966	704.589504993573
HO	WAR	0.197017	0.001699	150.034942897259
KA	WAR	0.391285	0.003964	297.687535693608
KIT	WAR	0.166059	0.024436	120.516304498718
KSR	WAR	0.224963	0.199546	217.445638967771
MAP	WAR	0.325929	0.008542	135.238470300171
MTC	WAR	0.185948	0	73.2564016857444
NEY	WAR	0.400228	0.010256	375.166067243719
NH	WAR	0.44812	0.00431	103.427011854613
NY	WAR	0.196606	0.021935	209.214877998461
PA1	WAR	0.282316	0.121043	624.93194338417
PAR	WAR	0.572761	0.103175	485.630447916458
PT	WAR	0.261577	0.100022	626.576085277737
PUS	WAR	0.231987	0.198413	145.072885078151
SAR	WAR	0.289335	0	41.9696055112929
SC	WAR	0.198192	0.079951	163.276616299829
SEG	WAR	0.224595	0.004545	302.11779681147
SIN	WAR	0.299419	0.129944	425.519443526083
TO	WAR	0.348523	0.144068	211.812117351428
UBR	WAR	0.705003	0.00251	638.89244181777
WA	WAR	0.241152	0	119.506037049719
