DOI	Plant.sp	Assoc.sp	Pair	Intxn.type	Assoc.type	Pop1	Pop2	Plant.Fst	Assoc.Fst	Geog.dist.km	pfst.x	afst.x	geo.x	Entry.by
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	GoldPoint	ClaytonValley	0.049089	0.109589	40.6949931	0.051623127716474	0.123076871242606	1.6095409791809	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	JoshuaTree	MontezumaPk	0.089373	0.043139	413.284951	0.0981444652969877	0.0450838732062442	2.61624959154677	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	FreemontPk	MontezumaPk	0.168449	0.169729	390.643917	0.202572061124333	0.204426024755773	2.59178106598362	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	KramerHills	MontezumaPk	0.100157	0.026259	316.539964	0.111304972089576	0.0269671298630745	2.50042854863141	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	Trona	MontezumaPk	0.111164	0.05676	253.818173	0.125066941483018	0.0601755650735762	2.40452271370459	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	EurekaValley	MontezumaPk	0.0536	0.049209	64.164221	0.0566356720202874	0.0517558538101434	1.80729292598543	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	GoldPoint	MontezumaPk	0.026423	0.036627	43.5611298	0.0271401234827856	0.0380195417558931	1.63909913507691	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	ClaytonValley	MontezumaPk	0.073717	0	45.1116242	0.0795836693537504	0	1.65428846372815	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	JoshuaTree	NevTestSiteII	0.052348	0.035292	316.827318	0.0552396871425376	0.0365830904273625	2.50082262097668	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	FreemontPk	NevTestSiteII	0.098949	0.093996	334.030747	0.109815093707237	0.103747886322798	2.52378644476918	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	KramerHills	NevTestSiteII	0.0536	0.037519	267.584856	0.0566356720202874	0.0389815487266762	2.42746153083815	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	Trona	NevTestSiteII	0.057964	0.077727	220.445937	0.0615305572186201	0.0842776488089752	2.34330209883147	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	EurekaValley	NevTestSiteII	0.081364	0.056924	168.999665	0.0885704457478261	0.0603599285741552	2.22788584373323	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	GoldPoint	NevTestSiteII	0.071963	0.077458	129.518534	0.0775432445042601	0.0839614890162182	2.11233192006192	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	ClaytonValley	NevTestSiteII	0.083699	0.071952	168.453357	0.0913444381267727	0.0775304725617641	2.22647967018237	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	MontezumaPk	NevTestSiteII	0.098422	0.038491	140.897107	0.109166372737578	0.0400318665763919	2.14890207595652	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	JoshuaTree	TVSouth	0.063543	0	365.116222	0.0678546906051212	0	2.56243112894692	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	FreemontPk	TVSouth	0.089434	0.142767	392.042246	0.0982180314222143	0.166543985124231	2.59333286859217	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	KramerHills	TVSouth	0.039855	0.041541	327.236838	0.0415093553577845	0.0433414470519866	2.51486218754082	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	Trona	TVSouth	0.065098	0.126923	281.315356	0.0696308276161566	0.145374348425168	2.44919343939606	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	EurekaValley	TVSouth	0.070289	0.138824	204.658832	0.0756030637477668	0.16120282032941	2.31103049125394	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	GoldPoint	TVSouth	0.058179	0.121569	164.174854	0.0617728846564262	0.138393339943604	2.21530663874357	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	ClaytonValley	TVSouth	0.093043	0.169109	197.41427	0.102588105059005	0.203527297804405	2.2953785422458	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	MontezumaPk	TVSouth	0.095408	0.068493	159.507427	0.105470753665741	0.0735292381055644	2.202780909525	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	NevTestSiteII	TVSouth	0.051992	0.072368	60.9178387	0.0548434190428773	0.0780136950859824	1.78474448663192	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	JoshuaTree	TikabooValley	0.062228	0.034005	377.010452	0.0663572808742423	0.035202045559242	2.57635339047901	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	FreemontPk	TikabooValley	0.104115	0.085636	402.985088	0.116214692734	0.0936563556745454	2.6052889758703	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	KramerHills	TikabooValley	0.044816	0.041424	337.65412	0.0469187088560947	0.0432141009163593	2.52847205327832	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	Trona	TikabooValley	0.063827	0.060847	290.774718	0.0681786379226916	0.0647892302958091	2.46355664321035	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	EurekaValley	TikabooValley	0.055519	0.082326	205.554174	0.0587825482990129	0.0897115969287568	2.31292630002545	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	GoldPoint	TikabooValley	0.050564	0.08956	165.338503	0.0532568809272031	0.0983700188919643	2.21837400114114	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	ClaytonValley	TikabooValley	0.08143	0.091894	196.948773	0.0886486604178234	0.101193032531445	2.2943532794788	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	MontezumaPk	TikabooValley	0.069973	0.003651	157.483414	0.0752376006287989	0.00366437864643815	2.19723482106161	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	NevTestSiteII	TikabooValley	0.062206	0.00807	70.4426962	0.0663322648684039	0.00813565473370097	1.84783597027044	jby
10.1111/jeb.12134	Yucca brevifolia	Tegeticula synthetica	Yucca brevifolia/Tegeticula synthetica	Mutualism	Insect	TVSouth	TikabooValley	0.04048	0.025448	11.9559159	0.0421877605469401	0.0261125111846264	1.07758285147477	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	TikabooValley	DelamarVal	0.093652	0.016906	61.1453924	0.103328964150635	0.0171967278815657	1.78636373642304	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	TikabooValley	EightmileVal	0.045057	0.003319	43.7181309	0.0471829208654339	0.00333005244406184	1.64066158609632	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	DelamarVal	EightmileVal	0.021639	0.008557	25.3359744	0.0221176028071438	0.00863085421955675	1.40373761154382	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	TikabooValley	SheepRange	0.051078	0.015345	44.1184523	0.0538273957185101	0.0155841386069232	1.64462026874188	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	DelamarVal	SheepRange	0.111821	0.05581	50.5707983	0.12589917122562	0.0591088658003156	1.70389980936813	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	EightmileVal	SheepRange	0.068272	0	25.7423901	0.0732746037470163	0	1.41064886731786	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	TikabooValley	SheepPass	0.064193	0.029363	74.918208	0.0685964093023455	0.0302512679817481	1.8745873807558	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	DelamarVal	SheepPass	0.124166	0.076507	88.5074293	0.141768874010372	0.0828452408410243	1.94697972683991	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	EightmileVal	SheepPass	0.072028	0.039972	65.1630604	0.0776187212545206	0.0416362856083364	1.81400147286822	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepRange	SheepPass	0.052526	0.002613	40.1539746	0.0554379328614822	0.00261984565670096	1.60372853993636	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	TikabooValley	Shivwitts	0.082756	0.023596	149.939551	0.0902224489884916	0.0241662262751894	2.17591620599979	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	DelamarVal	Shivwitts	0.121605	0.016291	96.2153067	0.138439995673928	0.0165607918601944	1.98324416857149	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	EightmileVal	Shivwitts	0.083947	0.007383	106.252722	0.0916398941982614	0.00743791411994757	2.02634006469352	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepRange	Shivwitts	0.12194	0.021125	115.063808	0.138874336605699	0.0215808964372366	2.06093874276458	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepPass	Shivwitts	0.093576	0.050125	127.430266	0.103236454462812	0.0527701013291223	2.10527258966107	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	TikabooValley	YuccaForest	0.047623	0.034404	118.613762	0.0500043575180837	0.0356298079113832	2.07413508037667	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	DelamarVal	YuccaForest	0.090222	0.009272	118.501544	0.0991692478824504	0.00935877455769898	2.07372400896479	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	EightmileVal	YuccaForest	0.059659	0.024161	99.7646419	0.0634440059510327	0.0247592072052869	1.99897664801515	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepRange	YuccaForest	0.045961	0.033153	78.772558	0.0481751794213863	0.0342898100733622	1.89637494864625	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepPass	YuccaForest	0.045941	0.080146	44.624623	0.0481532064578815	0.0871290443918274	1.64957456010711	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	Shivwitts	YuccaForest	0.066302	0.040688	122.335706	0.071010112477482	0.0424137298397185	2.08755323263364	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	TikabooValley	IndianRidge	0.037577	0	110.412407	0.0390441624940385	0	2.04301787764033	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	DelamarVal	IndianRidge	0.06742	0.033674	137.964641	0.0722940659246392	0.0348474531369331	2.13976779519658	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	EightmileVal	IndianRidge	0.02202	0.011725	113.54701	0.0225157978690771	0.0118641066504768	2.05517570255754	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepRange	IndianRidge	0.044255	0.010249	87.8089824	0.0463041920177453	0.0103551297245469	1.94353894423436	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepPass	IndianRidge	0.033095	0.035239	50.5549338	0.0342277679813425	0.0365261448172138	1.70376354603096	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	Shivwitts	IndianRidge	0.064535	0.023247	171.69661	0.0689870812911226	0.0238002852307595	2.23476172047933	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	YuccaForest	IndianRidge	0.029142	0.052971	56.6202695	0.0300167480723237	0.0559338731971249	1.75297193217999	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	TikabooValley	KingstonMtns	0.063218	0.004622	193.180367	0.067484217245848	0.00464346208174181	2.2859629867957	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	DelamarVal	KingstonMtns	0.131613	0.009149	216.041094	0.151560306637478	0.00923347708182158	2.33453636781745	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	EightmileVal	KingstonMtns	0.085325	0.015304	192.999856	0.0932844999590018	0.0155418525108257	2.28555698497446	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepRange	KingstonMtns	0.101701	0.024797	167.70138	0.113215087626726	0.0254275263714324	2.22453663639213	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepPass	KingstonMtns	0.090433	0.04763	127.845846	0.0994242315299478	0.0500120751388641	2.10668662138397	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	Shivwitts	KingstonMtns	0.096501	0.012345	226.213889	0.106808087225332	0.0124993039067286	2.35451926606637	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	YuccaForest	KingstonMtns	0.055002	0.02354	105.960157	0.0582032977847572	0.0241074903221842	2.02514259311503	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	IndianRidge	KingstonMtns	0.071215	0	82.7763116	0.0766754415715155	0	1.91790607092371	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	TikabooValley	Cima	0.05188	0.053476	235.878019	0.0547188119647302	0.0564972467681749	2.37268747173854	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	DelamarVal	Cima	0.098437	0.01242	250.337659	0.109184826795243	0.012576196358776	2.3985261866664	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	EightmileVal	Cima	0.051758	0.031932	229.309503	0.0545831127496989	0.032985286157584	2.36042205305067	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepRange	Cima	0.072029	0.047907	205.217196	0.0776198825178804	0.0503175635153289	2.31221374930045	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepPass	Cima	0.055676	0.068108	165.204808	0.0589585777762717	0.0730857223798466	2.21802268255751	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	Shivwitts	Cima	0.077404	0.029055	242.695034	0.083898044214369	0.0299244550412227	2.3850608899353	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	YuccaForest	Cima	0.028914	0.035295	132.96399	0.0297749117997788	0.0365863139508969	2.12373403899857	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	IndianRidge	Cima	0.031291	0.047025	126.891105	0.0323017541903709	0.0493454707626118	2.10343117934599	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	KingstonMtns	Cima	0.04818	0.000646	50.4121737	0.0506188144817297	0.000646417585760401	1.70253542399166	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	TikabooValley	Searchlight	0.059149	0.010612	220.797144	0.0628675528856323	0.0107258224276017	2.34399345151612	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	DelamarVal	Searchlight	0.106074	0.006949	225.064064	0.118660828748688	0.00699762650659432	2.35230615669574	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	EightmileVal	Searchlight	0.06688	0.011449	206.618641	0.0716735253772291	0.0115815977122071	2.31516950071813	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepRange	Searchlight	0.045042	0.016129	184.64074	0.0471664722427583	0.0163934092985767	2.26632753203712	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	SheepPass	Searchlight	0.056157	0.041219	146.426633	0.0594982428221643	0.0429910480078349	2.16562007612793	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	Shivwitts	Searchlight	0.078366	0	204.895025	0.0850294151474447	0	2.31153141354381	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	YuccaForest	Searchlight	0.016799	0.02614	106.908658	0.0170860281875222	0.0268416404822048	2.02901287798112	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	IndianRidge	Searchlight	0.032285	0	119.843888	0.0333620952449843	0	2.07861589005462	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	KingstonMtns	Searchlight	0.058394	0.004765	69.1229859	0.0620153227570767	0.00478781393339262	1.83962249005945	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	Cima	Searchlight	0.016424	0.011923	44.2172809	0.016698252092365	0.0120668733307222	1.6455920325341	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	TikabooValley	DolanSprings	0.060181	0.025818	237.439031	0.0640346705057038	0.0265022346953649	2.37555211122607	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	DelamarVal	DolanSprings	0.102609	0.005495	220.168695	0.114341463197202	0.0055253618634396	2.34275556824489	jby
10.1111/jeb.12134	Yucca jaegeriana	Tegeticula antithetica	Yucca jaegeriana/Tegeticula antithetica	Mutualism	Insect	EightmileVal	DolanSprings	0.0701	0.026667	209.367084	0.0753844499408539	0.0273976121224699	2.32090840436846	jby
