From	To	Gst.plant	Gst.insect	geo
BAL	DES	0.122044070795084	0.292145999756411	997.591172260297
BAZ	DES	0.137595472015682	0.254380914170268	1727.30172618865
BDL	DES	0.315682320351616	0.255677506845507	1219.22110219942
BEG	DES	0.21174793651621	0.275364714979725	1225.94755260626
BOK	DES	0.322876890565416	0.296167048288293	1485.28358378462
BOL	DES	0.339302010926835	0.332229167015017	1022.20187217758
BOV	DES	0.230625728314511	0.274338610201797	1587.41207407756
CAP	DES	0.157670152682436	0.302509816280958	1735.08419812625
CAS	DES	0.314268846046989	0.30613202943249	874.744297903053
CUE	DES	0.417854790611713	0.275531305864299	1991.97114899642
ASP	DIO	0.266378080494705	0.416394329704001	1679.78183013109
BAL	DIO	0.154495735100729	0.426960784607629	709.91761222687
BAZ	DIO	0.189275657650222	0.363459709309302	1437.13592596204
BDL	DIO	0.319259148633783	0.401743625764244	1003.89969408923
BEG	DIO	0.216297664782095	0.427730557537241	983.179270205895
BOK	DIO	0.336002865460292	0.444914630220958	1013.27467295036
BOL	DIO	0.324922590638726	0.532870038763416	797.691613495039
BOV	DIO	0.231616725429412	0.408031705607939	1236.99512587467
CAP	DIO	0.203904760138386	0.429441590219196	1539.86741967565
CAS	DIO	0.303386843575029	0.439868941571662	800.216932497555
CUE	DIO	0.375472897189411	0.409185279495654	1891.82438255176
DES	DIO	0.130222791227043	0.451713475529864	473.394358662162
ASP	DIP	0.252558501851136	0.250095431909358	1448.61480186755
BAL	DIP	0.147069971364608	0.246386533958269	490.469261688483
BAZ	DIP	0.156435497142884	0.189272936291002	1068.64945532685
BDL	DIP	0.286564923949549	0.23538728881307	793.809129700256
BEG	DIP	0.154977533033965	0.255461592759053	740.338609782028
BOK	DIP	0.333631979618302	0.255060949910423	610.499352131555
BOL	DIP	0.297572966575225	0.341937456198014	637.374376872752
BOV	DIP	0.196202378979384	0.251470796232715	810.125214325395
CAP	DIP	0.131582976380628	0.252816917074004	1275.95617627188
CAS	DIP	0.249273100596754	0.282652058759918	827.526414139265
CUE	DIP	0.331998302674008	0.23456267144266	1708.33145681979
DES	DIP	0.123991383911169	0.285444234907059	966.008383897667
DIO	DIP	0.12636552281437	0.424432773019784	511.982886525594
ASP	DZE	0.277560502236557	0.270638101399083	2411.13866182385
BAL	DZE	0.14936059673286	0.265221419963333	1463.85927872268
BAZ	DZE	0.157530474023658	0.227337454486516	1969.50050507979
BDL	DZE	0.350349398312994	0.22833247592405	1768.83816707058
BEG	DZE	0.220627830982809	0.256914090848309	1713.5620566924
BOK	DZE	0.348616801883389	0.241551010014965	695.553794931322
BOL	DZE	0.351861494137851	0.326507347704499	1607.77333755598
BOV	DZE	0.236464974871301	0.275339740941508	1671.44498761381
CAP	DZE	0.205251295424653	0.273596059710562	2231.11629684285
CAS	DZE	0.309041771540405	0.249986551864166	1751.2664226773
CUE	DZE	0.398696242805293	0.235875804349464	2678.89069367712
DES	DZE	0.123461723295882	0.259675829902115	1424.19744575587
DIO	DZE	0.130409499752041	0.410323491389162	1049.16710791339
DIP	DZE	0.16600719655828	0.290669587644495	975.274774576483
ASP	GJE	0.294185155522826	0.283590111941915	1283.95795997819
BAL	GJE	0.1790818988368	0.235863186779097	411.133330153135
BAZ	GJE	0.156806468033728	0.236610854868079	1134.81001094786
BDL	GJE	0.342244590613446	0.234390651221392	634.070448925163
BEG	GJE	0.201163575691469	0.224018520703886	635.094253767181
BOK	GJE	0.315070834893226	0.278491482361647	1189.76856807241
BOL	GJE	0.328233514970447	0.303512018720298	431.843320237015
BOV	GJE	0.213392418017376	0.249199678103706	1008.65071834251
CAP	GJE	0.166999542664818	0.261671032989984	1163.09708804627
CAS	GJE	0.307754953414171	0.268518208972238	369.280545947623
CUE	GJE	0.383267985074392	0.236543105126516	1476.56305627773
DES	GJE	0.119193032918443	0.309365985674298	592.500910783231
DIO	GJE	0.18727640370485	0.452226533908035	431.027257097992
DIP	GJE	0.117285850239041	0.277438459911911	580.462316169022
DZE	GJE	0.146539080252537	0.283390067188584	1417.35956534428
ASP	HAJ	0.483778033689589	0.23989973388419	1866.03159115703
BAL	HAJ	0.355301428845227	0.232139195478183	904.773071369495
BAZ	HAJ	0.441687247166743	0.212697561672708	1633.48417715324
BDL	HAJ	0.537766409947258	0.23439936848106	1193.98324314773
BEG	HAJ	0.433640665677134	0.250446715830452	1176.06906181993
BOK	HAJ	0.465970648103266	0.274018426230088	1113.87987924411
BOL	HAJ	0.566547556201985	0.351760330248841	986.907584020423
BOV	HAJ	0.397829161414724	0.248872303501777	1431.06233077265
CAP	HAJ	0.361146461775542	0.266335830381577	1730.43396501138
CAS	HAJ	0.527301485511072	0.282677425740476	960.858210262351
CUE	HAJ	0.609179203907527	0.234998262709193	2070.03450735736
DES	HAJ	0.367323698587568	0.27220124793266	406.770945888208
DIO	HAJ	0.348377370701844	0.439824138787957	196.360894704471
DIP	HAJ	0.383175776302677	0.253127179155142	681.064452399547
DZE	HAJ	0.404860881714202	0.247624043474979	1021.76714603059
GJE	HAJ	0.399274559037954	0.265692467712517	595.378107130358
ASP	HOD	0.308207463157882	0.294948205656815	1737.43666543578
BAL	HOD	0.15316100584728	0.260022779008469	813.523500210134
BAZ	HOD	0.198391879265044	0.273013994616916	1551.83128239454
BDL	HOD	0.341115121335481	0.280498673940619	1079.37205070958
BEG	HOD	0.20128826902202	0.274659953420886	1071.02042679622
BOK	HOD	0.288879914380404	0.30309935110873	1207.68996475675
BOL	HOD	0.379068536878867	0.37253047579581	872.789248398992
BOV	HOD	0.242878387057056	0.27881383648148	1377.72142791801
CAP	HOD	0.208552481734625	0.322364748308659	1613.18071025652
CAS	HOD	0.329231070142808	0.342272539180309	805.494206791341
CUE	HOD	0.384183148295502	0.252197878976572	1926.89114497005
DES	HOD	0.179466469646033	0.310269936369569	277.84778210461
DIO	HOD	0.205855946540961	0.482069690160606	195.75188264634
DIP	HOD	0.172715425445402	0.311478366179164	698.488016671767
DZE	HOD	0.208488027517832	0.295786646967387	1191.5782299089
GJE	HOD	0.177471251062073	0.325809734291022	453.577452651718
HAJ	HOD	0.380224190811828	0.263346947067018	185.532559924515
ASP	HOL	0.42188196948001	0.204721784868789	1429.19613820686
BAL	HOL	0.302604430150728	0.20903448458395	664.134078838645
BAZ	HOL	0.327382563227703	0.168348891208456	940.107999851578
BDL	HOL	0.414973104735422	0.16088573387291	880.331951948728
BEG	HOL	0.2946208587185	0.215807633379632	809.979414355252
BOK	HOL	0.423886093708657	0.190501666733653	422.201801176523
BOL	HOL	0.440122840922267	0.303016449726715	804.219202264899
BOV	HOL	0.294387490258057	0.181736627257194	635.941008831693
CAP	HOL	0.291692701568215	0.203500497681617	1240.36865462105
CAS	HOL	0.390055788469504	0.2389235303585	1070.10448413377
CUE	HOL	0.476985432480014	0.163588674380516	1713.83753604797
DES	HOL	0.300528156677031	0.267661608230744	1353.36741919786
DIO	HOL	0.282635857311393	0.380880361199049	897.695320342032
DIP	HOL	0.275529682360475	0.212153548253836	387.773525957162
DZE	HOL	0.304409216388991	0.236522353649283	1039.67007602323
GJE	HOL	0.273272682706537	0.228188044525034	917.093246271436
HAJ	HOL	0.360904617856283	0.213161659308152	1057.2632951174
HOD	HOL	0.330288483756484	0.259227135173318	1086.09054755799
ASP	HOS	0.297869497772911	0.24868349281531	1309.33905931474
BAL	HOS	0.128817262814954	0.221177543301213	335.184846263388
BAZ	HOS	0.159452016049516	0.204292099080729	964.74489900033
BDL	HOS	0.348565898701502	0.197495378865517	644.0992377351
BEG	HOS	0.182469365383565	0.227832073705126	594.823893583311
BOK	HOS	0.296308699870281	0.217021717026027	750.697081741567
BOL	HOS	0.3074908978169	0.310021527887475	480.523341978685
BOV	HOS	0.183548149209112	0.235375822517496	733.288485046788
CAP	HOS	0.135828034020554	0.233541372325308	1142.04298433801
CAS	HOS	0.269394569291663	0.248521782333952	674.514711842445
CUE	HOS	0.35136260711783	0.196008387694323	1562.71856843734
DES	HOS	0.141168235852996	0.269991617690405	925.891976713296
DIO	HOS	0.170809640200016	0.374110892544201	513.442106346687
DIP	HOS	0.12962826573374	0.241445722419022	157.840810142067
DZE	HOS	0.14831288804082	0.234298183708935	1128.67522079471
GJE	HOS	0.150700592730022	0.239567486856567	461.52086622442
HAJ	HOS	0.411107760390163	0.250968228040189	702.798078148942
HOD	HOS	0.198726047026209	0.292391721206803	677.709997356755
HOL	HOS	0.298733666644611	0.190744310515	457.471053921976
ASP	KBA	0.307422977522766	0.195582744842711	1508.22287165814
BAL	KBA	0.175282338776959	0.194968302396923	575.322713761271
BAZ	KBA	0.199415896423224	0.170450746658201	1313.78646846333
BDL	KBA	0.303436619945069	0.170079524504799	843.496646697137
BEG	KBA	0.19899981451847	0.197805762297877	833.084010207374
BOK	KBA	0.358075981425938	0.232202421778945	1111.3544082895
BOL	KBA	0.337923257029209	0.262113862464963	636.34461139974
BOV	KBA	0.226617808767198	0.198419753478087	1147.20964678855
CAP	KBA	0.16008611161781	0.190057496090978	1378.80930611628
CAS	KBA	0.326492599385187	0.218995039005835	601.881996435655
CUE	KBA	0.403516504473289	0.194369819614748	1708.06527775502
DES	KBA	0.116519296644074	0.240860760057594	451.550842734557
DIO	KBA	0.16367868498469	0.387493044858559	203.492132442869
DIP	KBA	0.102595144305063	0.223694174650985	537.085176064745
DZE	KBA	0.181905608676686	0.221480751901764	1234.53540339687
GJE	KBA	0.0849805057237582	0.207373636685675	233.76379033851
HAJ	KBA	0.387592067210963	0.219417681998661	362.197566738958
HOD	KBA	0.176877222098662	0.254622022370145	238.602984543236
HOL	KBA	0.286030944236108	0.175726534528207	917.743833455764
HOS	KBA	0.174247122719382	0.204842845614215	476.631740357389
ASP	KET	0.279592482881883	0.415515702682561	1749.08948163257
BAL	KET	0.12223565226341	0.418314108451572	755.881317857668
BAZ	KET	0.154818664751835	0.367658038957299	1441.037949712
BDL	KET	0.364696406909966	0.426786796492958	1068.70600237446
BEG	KET	0.17142388048496	0.436964674696357	1034.36734224042
BOK	KET	0.310385321664871	0.45898954912593	820.18939070591
BOL	KET	0.290146146002833	0.51657691344923	872.150646496721
BOV	KET	0.174007108920217	0.427979366010697	1205.91649623646
CAP	KET	0.134359631917889	0.413945051799053	1593.94983349298
CAS	KET	0.268203228764639	0.479782984157532	939.075471824955
CUE	KET	0.348840187912987	0.436490995824023	1981.88201111995
DES	KET	0.117537660829118	0.487811896329777	669.480861148998
DIO	KET	0.155678458088508	0.662243064960149	213.133322297987
DIP	KET	0.131355060002062	0.46065221234897	410.471972689456
DZE	KET	0.138892375910542	0.460064093169312	847.817293904275
GJE	KET	0.137730528556091	0.459144029307555	582.203670028155
HAJ	KET	0.391819320238777	0.430427593639546	299.242172337074
HOD	KET	0.188212556589154	0.506609421456376	395.25544022741
HOL	KET	0.319802889993329	0.41533689494773	768.385547595369
HOS	KET	0.0707512776049481	0.409448307275484	477.02633480785
KBA	KET	0.162866646328002	0.393613198692095	386.718170597737
ASP	KOZ	0.318852182923582	0.281127927920351	1843.22300592161
BAL	KOZ	0.203488545701978	0.240102330327708	1150.57465937982
BAZ	KOZ	0.166196556100809	0.19788016172246	1836.51477165064
BDL	KOZ	0.350643445910382	0.224277544221566	1303.79578652429
BEG	KOZ	0.236172299425387	0.250128443821809	1328.70397022215
BOK	KOZ	0.38062610058965	0.261343148257583	1791.03988701339
BOL	KOZ	0.329528673566038	0.341783297996373	1132.06370382721
BOV	KOZ	0.272622879694574	0.251734664950576	1747.97812028122
CAP	KOZ	0.225691791820446	0.243327200192738	1774.12451869177
CAS	KOZ	0.301617113521276	0.258419446793337	906.636322078294
CUE	KOZ	0.386467861653327	0.22851096082257	1952.51292679979
DES	KOZ	0.122372242066986	0.275632496002179	334.927615326095
DIO	KOZ	0.148990366899023	0.433989473698793	781.243559223864
DIP	KOZ	0.146846843671553	0.254483268831867	1235.11363178711
DZE	KOZ	0.130750183227694	0.254933602341213	1759.0614264458
GJE	KOZ	0.142508609876719	0.235526413559554	746.393171355611
HAJ	KOZ	0.402271562550543	0.248276573204687	740.735450357462
HOD	KOZ	0.194476365517887	0.302559354166479	593.724866777747
HOL	KOZ	0.314682187080647	0.220161101033144	1614.48988178396
HOS	KOZ	0.1515291838715	0.257735405455836	1164.66460229556
KBA	KOZ	0.123500833494172	0.228214606235351	698.108279863133
KET	KOZ	0.146584229455584	0.470277318858213	988.486399039789
ASP	KRU	0.345274760552684	0.375207450393711	1938.15167121412
BAL	KRU	0.253866087025747	0.339049472662939	1128.46165653518
BAZ	KRU	0.23774698430427	0.310806689938019	1853.04508926316
BDL	KRU	0.331095915235308	0.321881077124527	1337.84461331109
BEG	KRU	0.260248505053626	0.344756117117124	1348.57202645438
BOK	KRU	0.358352740740999	0.334721426703331	1614.9525784149
BOL	KRU	0.4166179417561	0.401471516210567	1145.05719462236
BOV	KRU	0.283623199313462	0.354795620302177	1721.3208487233
CAP	KRU	0.251932798610691	0.372154541838506	1845.1193725419
CAS	KRU	0.364329665826094	0.356626358493011	976.771243763322
CUE	KRU	0.466195688037545	0.328317765777947	2080.48887924294
DES	KRU	0.239009521850533	0.333162573260019	139.628144659502
DIO	KRU	0.239437995988963	0.521662537441176	607.054629668356
DIP	KRU	0.181643263627584	0.343773953597148	1104.66291962688
DZE	KRU	0.23446218960375	0.297827649134611	1516.74183559745
GJE	KRU	0.199367141487848	0.384647826771903	719.707061341704
HAJ	KRU	0.413694797107596	0.34546060480217	517.161696384342
HOD	KRU	0.201953313372931	0.39559135867061	411.537555305233
HOL	KRU	0.276778973141236	0.322474437398979	1492.22132752711
HOS	KRU	0.257362871610447	0.3195342513279	1065.44203969594
KBA	KRU	0.204190829174135	0.293277527383882	590.554897457229
KET	KRU	0.260090366365088	0.537858769067424	795.825527757771
KOZ	KRU	0.218821816960181	0.337167926126889	265.799025429384
ASP	LAU	0.326641170875422	0.262033558450812	2324.84358773166
BAL	LAU	0.229999285655912	0.248419074778022	1401.04709938027
BAZ	LAU	0.204857823796779	0.239667558393708	1865.42300237259
BDL	LAU	0.393492105962811	0.22550783720765	1698.01596654544
BEG	LAU	0.199663355174852	0.269073149485022	1639.24715317514
BOK	LAU	0.388218126477162	0.247992143730971	560.575648325942
BOL	LAU	0.333246993052778	0.340626486205244	1548.09379671084
BOV	LAU	0.243719554363055	0.24037564856037	1563.40502598801
CAP	LAU	0.220148852776982	0.241837554996162	2141.66300506916
CAS	LAU	0.233750905828371	0.260914039987332	1713.52755472286
CUE	LAU	0.338390050314649	0.233734506576004	2598.09600175927
DES	LAU	0.173492600471153	0.301866696292988	1464.51289467924
DIO	LAU	0.235820077770791	0.367934193416135	1057.79144603484
DIP	LAU	0.171756614402772	0.231418829462285	910.771490171302
DZE	LAU	0.218073129477104	0.234427910714142	148.088819651106
GJE	LAU	0.211333085330868	0.291763790000705	1395.88206501516
HAJ	LAU	0.39718083200748	0.251014921510868	1057.90913091857
HOD	LAU	0.254539262430221	0.278909916851533	1216.57303013719
HOL	LAU	0.322791881382197	0.189304868224165	927.859310452067
HOS	LAU	0.184180146683071	0.218369435866214	1067.73937140014
KBA	LAU	0.224133027033663	0.244546752854653	1230.63491292081
KET	LAU	0.183560760379704	0.425251465728639	847.977521292348
KOZ	LAU	0.205962704570317	0.254631861411603	1798.6096394392
KRU	LAU	0.309831690509697	0.306928330313989	1566.5992192301
ASP	LEM	0.396727310308754	0.215195275644184	1175.43711821653
BAL	LEM	0.262868761479513	0.214895761309801	516.891971456544
BAZ	LEM	0.197029484403858	0.161355573214023	685.984272560183
BDL	LEM	0.408656661591726	0.199804525223518	664.864864230392
BEG	LEM	0.3031997319514	0.219557406775193	592.090595512243
BOK	LEM	0.414707429105292	0.222243845144265	675.868310550529
BOL	LEM	0.376345778214822	0.29114225657696	633.98674910336
BOV	LEM	0.334989707123558	0.190195562832912	385.649290678752
CAP	LEM	0.264810446351895	0.242358023774673	985.897617241247
CAS	LEM	0.351427631912845	0.24859702169331	925.092785486071
CUE	LEM	0.487555745647726	0.184308865439271	1461.81320931142
DES	LEM	0.19393743249201	0.277799810001197	1377.687915207
DIO	LEM	0.259661320999443	0.386328057126588	962.261686255096
DIP	LEM	0.253707842281299	0.224293089881108	473.497116479179
DZE	LEM	0.263582077253946	0.246774720632641	1285.8933938561
GJE	LEM	0.221078434941486	0.244313690618388	860.406718410094
HAJ	LEM	0.542505342518787	0.232908187421209	1144.71521212709
HOD	LEM	0.300483592666837	0.28222529014048	1131.83399143565
HOL	LEM	0.415862171771685	0.178937500395194	256.176500359874
HOS	LEM	0.24726127075342	0.224393161498765	454.257936309449
KBA	LEM	0.238634532968664	0.2099881607002	926.443374719796
KET	LEM	0.235933709036916	0.391954019677432	883.911495435111
KOZ	LEM	0.243549886349509	0.225561321974137	1598.37697010812
KRU	LEM	0.312535168621833	0.3322144453424	1516.93093540335
LAU	LEM	0.308829327020863	0.245044773988042	1179.51372795598
ASP	LJU	0.280474904189772	0.218965989799121	2125.96692229213
BAL	LJU	0.143132594019108	0.230979479450161	1326.34437056644
BAZ	LJU	0.161514610900954	0.197434538472173	1610.84887632364
BDL	LJU	0.30110016922688	0.214724731616433	1576.96533723206
BEG	LJU	0.182666454868236	0.261601824980293	1508.45638782715
BOK	LJU	0.319277648979045	0.270842588663435	288.971112641685
BOL	LJU	0.36689946420504	0.343445595962563	1474.66799524428
BOV	LJU	0.258264837170717	0.240644499416848	1303.9153365423
CAP	LJU	0.204481368463608	0.229121456172852	1935.68436203043
CAS	LJU	0.326345239041832	0.241886943364811	1704.86671983956
CUE	LJU	0.419663887492233	0.222918007319275	2413.36964564056
DES	LJU	0.156095762761273	0.293208647229652	1694.801492504
DIO	LJU	0.124644637318978	0.413680992891292	1233.1172370249
DIP	LJU	0.15985460305236	0.218116479110875	884.756029731267
DZE	LJU	0.168183940811153	0.270975361838565	611.428958240053
GJE	LJU	0.187239961409749	0.258911860550713	1457.19374814825
HAJ	LJU	0.395956505792224	0.239657076329689	1302.48539073581
HOD	LJU	0.195229299879421	0.299854887286801	1421.46746083188
HOL	LJU	0.30661930668822	0.219682996048137	703.791004506517
HOS	LJU	0.17787156368263	0.228369028567484	1031.4632932886
KBA	LJU	0.191282850530092	0.224490427275529	1356.23448844266
KET	LJU	0.172226049760591	0.426181996473236	1026.26376575066
KOZ	LJU	0.150404989262481	0.237306606306652	2013.90171085519
KRU	LJU	0.228231516683124	0.368761985736559	1817.03718697302
LAU	LJU	0.19617572695844	0.233300915872451	463.583531296311
LEM	LJU	0.279878786004577	0.231978009657871	951.713660862842
ASP	MAR	0.278722849965411	0.291173624395596	1627.01453282642
BAL	MAR	0.150981623972187	0.251064995910915	830.556652034745
BAZ	MAR	0.119695899640461	0.220946504151186	1132.79650040853
BDL	MAR	0.329260388329551	0.247955984621422	1068.63969595252
BEG	MAR	0.206768747278005	0.256745473668926	999.65546154218
BOK	MAR	0.309916582693644	0.271159287259076	224.571255976962
BOL	MAR	0.291525762534862	0.351508358786227	976.183846367869
BOV	MAR	0.223176227033051	0.264495860722015	826.566140523217
CAP	MAR	0.177611147644806	0.279193971894836	1438.07836240825
CAS	MAR	0.265321668972263	0.285002607029166	1225.25865243895
CUE	MAR	0.351271348776916	0.23990161638339	1911.63676117383
DES	MAR	0.115336063627657	0.313293758177375	1394.72189598311
DIO	MAR	0.181621486280303	0.467013901210093	923.647419152106
DIP	MAR	0.132942190971613	0.273994467845598	452.785248246023
DZE	MAR	0.1153932520551	0.255861957975729	866.262750188581
GJE	MAR	0.135176852460594	0.252925835600069	1027.2977113518
HAJ	MAR	0.411951933174388	0.270506751963239	1056.95982096956
HOD	MAR	0.185699491138244	0.316030740929507	1118.79483241663
HOL	MAR	0.333068824838581	0.238781711858156	197.84801028736
HOS	MAR	0.143605554835025	0.227191369801859	570.444605749539
KBA	MAR	0.161434437535055	0.241292026410299	985.015147657716
KET	MAR	0.127157323638274	0.519365751802601	757.988636205998
KOZ	MAR	0.161385710087487	0.267196335589624	1680.45223197057
KRU	MAR	0.233879391792618	0.403618468723144	1530.31068062477
LAU	MAR	0.195926544617243	0.26881608815963	745.544877461844
LEM	MAR	0.221838689062895	0.237202884179759	452.87944033932
LJU	MAR	0.202457074568147	0.243088280953987	509.163877709526
ASP	MIN	0.385106952790791	0.251403573367113	628.790891737037
BAL	MIN	0.370496669649162	0.242328767374453	1568.55933353309
BAZ	MIN	0.361590420025277	0.177674138630133	924.779795412193
BDL	MIN	0.493911700092777	0.198718663247847	1271.8505649971
BEG	MIN	0.394553247581464	0.225082770478178	1291.50835104372
BOK	MIN	0.525294820083742	0.253056394414119	2265.30007639168
BOL	MIN	0.299260238121869	0.311260527206133	1479.20954540297
BOV	MIN	0.410477065201805	0.189662594634557	1226.62370486098
CAP	MIN	0.36674139558667	0.24429724948908	735.654651956469
CAS	MIN	0.313065599987841	0.247298668552888	1588.7659140434
CUE	MIN	0.29939944199007	0.210555788738427	589.950677446733
DES	MIN	0.396757442227462	0.290491014120929	2461.19225068269
DIO	MIN	0.368837859239757	0.428025263195283	2274.06536479144
DIP	MIN	0.343997509601258	0.26031999199606	1975.45880969194
DZE	MIN	0.380330286948674	0.274838823708303	2894.26050121316
GJE	MIN	0.387024583715622	0.256881256812434	1897.24133816847
HAJ	MIN	0.606536242897647	0.255634682865004	2465.51680413239
HOD	MIN	0.4380213737441	0.291129337541248	2348.42202450013
HOL	MIN	0.523669949535606	0.210785061065728	1862.53291045697
HOS	MIN	0.328283734973401	0.230720168014658	1854.2146207705
KBA	MIN	0.398080575182926	0.214148599954855	2114.43986877666
KET	MIN	0.351258364472721	0.433491899541185	2318.50193261393
KOZ	MIN	0.372532931627467	0.23853631354922	2471.28919653159
KRU	MIN	0.485155980587553	0.346916676199943	2565.48223925343
LAU	MIN	0.39985874030674	0.2636381496101	2789.48240552029
LEM	MIN	0.452246956982562	0.208101294700389	1610.057392241
LJU	MIN	0.42625532099226	0.263046160754638	2513.24153512811
MAR	MIN	0.345656995677024	0.265079093516995	2052.26497406615
ASP	MON	0.249059128561373	0.242760543765344	779.699993495139
BAL	MON	0.151985685062894	0.254655403654752	217.006832682707
BAZ	MON	0.149205717168228	0.208527854293517	595.093944832198
BDL	MON	0.30778113105009	0.217584121797203	99.1894302338944
BEG	MON	0.163704556089707	0.249084005088944	86.9405508629246
BOK	MON	0.354485299562282	0.274735572813855	1211.73405081043
BOL	MON	0.269536464704765	0.325543565127519	117.783935691279
BOV	MON	0.20949207395028	0.239386058020552	546.335031386849
CAP	MON	0.135233823566981	0.234512940327635	632.291325708559
CAS	MON	0.241820777855531	0.233875736241511	376.579181901812
CUE	MON	0.303055333450126	0.240648496531592	1018.67697337664
DES	MON	0.120129574556806	0.287712849187085	1139.69264171294
DIO	MON	0.122451085332917	0.450895507802732	907.62148447213
DIP	MON	0.0989388309266922	0.256829403898546	699.661910243478
DZE	MON	0.158464319779999	0.280238756710977	1674.92157745946
GJE	MON	0.149853183755809	0.286847325575235	549.627160260368
HAJ	MON	0.376936172273248	0.29515224351033	1098.87650533474
HOD	MON	0.195627973716328	0.32811739790768	988.984349222419
HOL	MON	0.283842314694001	0.225993729193633	811.108857083982
HOS	MON	0.154604473941311	0.240945947026194	547.98520994834
KBA	MON	0.116749963461507	0.199321380335778	751.768263468783
KET	MON	0.140128762472183	0.453042065829193	969.578193878058
KOZ	MON	0.141173576052811	0.277647854625307	1242.55807377407
KRU	MON	0.231134785134454	0.380049159728195	1261.85177368534
LAU	MON	0.18699730159224	0.275128101972461	1606.89109046198
LEM	MON	0.250764204688018	0.235879138568201	611.544438971328
LJU	MON	0.160357599262572	0.236419585549375	1500.58229397317
MAR	MON	0.140400842299598	0.306855198069018	994.439965716266
MIN	MON	0.338749236660048	0.237362450372046	1366.7018747187
ASP	RIE	0.271400007356999	0.253536459877924	1138.60558691996
BAL	RIE	0.267132184739456	0.224497918871897	597.793360659479
BAZ	RIE	0.255695932112427	0.224953983284881	1167.5855739165
BDL	RIE	0.396548797281278	0.224872616915887	633.960173810678
BEG	RIE	0.247341781333344	0.241902088684748	676.109484073821
BOK	RIE	0.473579559731043	0.266877986638987	1547.74517695541
BOL	RIE	0.209841634386744	0.304196572333279	510.855272633586
BOV	RIE	0.372498149622821	0.230456767570893	1141.62908310381
